author_id,inbound,created_at
AppleSupport,False,@115863 Go ahead and send us a DM please. Let us know the country you're in.
115863,True,@AppleSupport I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying it’s the 18th... what happened?
AppleSupport,False,"@115864 We'd like to help, but we'll need more details. What's happening on your device and which model is it? Do you have iOS 11.1?"
115864,True,@AppleSupport I have the iPhone 6s Plus and just did the most recent update.
AppleSupport,False,"@115864 To make sure, is iOS 11.1 installed on it currently? Also, any steps tried so far? DM us here: https://t.co/GDrqU22YpT"
115864,True,Thank you @AppleSupport I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤
AppleSupport,False,@115865 Thanks! Which iOS version is currently showing in Settings &gt; General &gt; About?
115865,True,@AppleSupport iOS 11.0.3
AppleSupport,False,"@115865 Let's check Settings &gt; General &gt; Software Update. iOS 11.1 was released earlier today. If you see it, please backup &amp; update."
115865,True,@AppleSupport Okey. Thank you! 🤗
AppleSupport,False,"@115865 Our pleasure. If you're still having issues after a back up and update, contact us back. We're happy to help."
115865,True,@AppleSupport iPhone 7 Plus 😊
AppleSupport,False,@115865 Hi there! What type of device are we working with?
115865,True,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport
AppleSupport,False,@115865 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
115865,True,Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️
AppleSupport,False,@115866 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT
115866,True,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t
AppleSupport,False,@115867 We'd like to get you speaking to our experts here: https://t.co/IBIY3vMgPj
115867,True,@AppleSupport ? hello
115867,True,"@AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much &amp; sound is still on Mac not tv?"
AppleSupport,False,"@115868 We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how: https://t.co/80YRnjDFDk"
115868,True,"@AppleSupport Yes it did, 11.0.3"
AppleSupport,False,@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?
115868,True,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport
AppleSupport,False,@115869 We're here to help. Meet us in DM and we can check on available options. https://t.co/GDrqU22YpT
115869,True,Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?
AppleSupport,False,@115870 DM us the specific iOS version you are running currently and we'll continue there. https://t.co/GDrqU22YpT
115870,True,@AppleSupport I can not find an option to get it there. It was just always there when playing.
AppleSupport,False,"@115870 Just to confirm, this is only happening with Spotify, correct?"
115870,True,@AppleSupport The app is still there. But no longer able to control it from the lockscreen.
AppleSupport,False,@115870 Thanks for reaching out to us. Are you experiencing the missing app after restating your device?
115870,True,After update #ios1103 no spotify on my lock screen?@AppleSupport
AppleSupport,False,@115871 We want to help you get your battery life back on track. Please DM and we'll look at it together. https://t.co/GDrqU22YpT
115871,True,I just need @115858 to do something about the battery life because it sucks ass
Uber_Support,False,@115872 Happy to follow up! Contact us via https://t.co/1xM0TILvAI so we can connect.
115872,True,@Uber_Support Already did that was told we requested to dropped off somewhere different which is completely false.
Uber_Support,False,@115872 We apologize for the trouble! Send us a DM with your email address and we'll connect.
115872,True,@115873 you need to correct false charges from a trip in Lexington KY on Saturday. I want my $13 back #lyingdriver #theft
Uber_Support,False,"@115874 We're here to help! Send us a note here, https://t.co/WFtPA6RjWt and our team will be in touch."
115874,True,@115873 my driver just drove me to the department of air travel instead of the airport.......... rufkm
Uber_Support,False,"@115875 We’re here to help, Travis! Send us a note via https://t.co/dwDjAokZht and we'll be in touch."
115875,True,@Uber_Support I’m not getting your texts. https://t.co/GhefNjQTfg
Uber_Support,False,@115876 For more info about UberEats availability click here; https://t.co/3A9YFZQFaF
115876,True,@115877 got this threw my door today went to order... sorry we don't deliver to your area! What!!! Why did I get this then! https://t.co/BGzU59vYJS
Uber_Support,False,@115878 We have received your DM and will follow up with you there.
115878,True,@Uber_Support @115879 wouldn't do this to me 😔
115878,True,@Uber_Support Why is there no phone number ?? I'm literally stranded and now I have to wait for an automated reply this is ridiculous
Uber_Support,False,@115878 We're sorry to hear this was your experience. Can you send us a DM with your email address so we can connect?
115878,True,Literally stranded because of @115873 and because there is no support phone number I have to wait from a message from @Uber_Support Smh 🤦🏾‍♂️
Uber_Support,False,"@115880 We're sorry to hear this was your experience, Ray. Please contact us via https://t.co/aBEgvdNWQN and we'll be in touch."
115880,True,"1 hour+ inside an old Altima that smells and has ripped stain seats, with an inexperienced miami driver @115873 standards down now 4 applying!"
Tesco,False,"@115881 Hi Cade, thanks so much for sending that over. I have sent an email to the Store Manager to look into this for you. 1/2"
115881,True,"@Tesco Tall lady 6ft, slim, was on the till about 15:10, think she had blonde hair. She served the guy after knowing he didn’t queue up like others"
Tesco,False,"@115881 Hi Cade, what was my colleagues name? Can you give a description? When were you in our store? - Nick"
115881,True,@Tesco 3/3 on the wrong which I really don’t appreciate. This needs to be investigate and I was simply queuing to pay and the guy pushed in😡
Delta,False,@115882 I'm sorry. The earlier flight may not have been available at the time of your scheduled change. *TMT
115882,True,@Delta I checked daily and flight 1403 was never offered as an option as I most certainly would have made the adjust on my trip.
Delta,False,"@115882 My apologies. If that flight never showed up on your search, that would mean it was full.  *TMT"
115882,True,"@Delta why wasn't earlier flight offered when I tried to rebook, not cool at all. Just happened to look at moniter after deplaning."
Delta,False,@115883 Please share additional details about the nature of this technical issue.  *AFC
115883,True,@Delta Via DM?
Delta,False,@115883 Please do.  *AFC https://t.co/6iDGBJAc2m
115883,True,@Delta Just DM'd you with a screenshot and explanation.  😊
115883,True,@Delta It seems this technical issue still hasn't Ben fixed.   Can you look into it again?  🙆🏼‍♂️
Delta,False,"@115883 I sincerely apologize, our IT team is diligently working on it, we should have it up and working very soon.  *TMC"
115883,True,"@Delta The ""change flight"" search option on your website is broken once again.  😑"
Delta,False,"@115884 Oh, no! Please speak to a member of the flt crew for immediate assistance. *AAB"
115884,True,.@delta this has been my inflight studio experience today. Nothing works except Twitter #toobadforyouandme https://t.co/VLo4ufL73y
Delta,False,@115885 2/2 https://t.co/6iDGBJAc2m
115885,True,@Delta Is that not what I’ve done already?
115885,True,@Delta Can you reply on the DM thread?
115885,True,@Delta I did this some time ago now but haven’t heard from you...
Delta,False,"@115885 Hello, Richard! Please DM your confirmation# and I will try to assist. *TCC"
115885,True,"@Delta Actually, I just looked again and they disagree and say it's on you. Any idea what I should do? https://t.co/twIogKd3Kx"
115885,True,@Delta Hi - and thanks. Think I just figured this out. Would it be you’re not running the MEX-MID flight so I need to check in via AeroMexico?
Delta,False,"@115885 Hi, Richard. Can you pls DM your confirmation number so I may look into this matter for you? Thanks! *TJF https://t.co/6iDGBJAc2m"
115885,True,"@Delta I'm flying JFK-MEX-MID tomorrow and you say I'm booked in, but it looks like it's just the first leg. Can you check, please?"
Delta,False,"@115885 Hi Richard, I apologize for the delayed response time. Please DM your conf # so I can review your trip details.  *TLT... 1/2"
Delta,False,@115886 We sincerely apologize for your disappointment. We always strive to create a positive customer experience. *AJC
115886,True,@Delta #Again #nothing #bs #no #answers
Delta,False,"@115886 Hi Caesar, can you DM your confirmation # to the link provided? I will be glad to look into this for you.   *TBT https://t.co/6iDGBJAc2m"
115886,True,@Delta Same again! #equipment #change #no #guaranteed #seats #apologies I’ll DM you if you can give me a #real #answer and no #standard #bs #answers
Delta,False,@115886 I would be glad to look into this for you.  *TBT
115886,True,"@Delta OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! I’ll retwitter your reply! Thanks"
Delta,False,@115886 Thanks for your patience. *HCK
Delta,False,@115886 Thanks!  *HCK
Delta,False,@115886 Thank you for being the most important part of Delta.  https://t.co/YfI5Cj9udk *HCK
Delta,False,"@115886 I am including a link of our Commitment to our customers, please let us know if we can be of further assistance.  *HCK"
Delta,False,@115886 It can be difficult to assign the same seating because the aircraft configuration may be different.  *HCK
Delta,False,@115886 ...possible. *HCK 2/2
Delta,False,"@115886 Unfortunately, we are not able to guarantee seats nor flight schedules.  *HCK"
Delta,False,"@115886 Hi Caesar, I thank you for your patience. I had an opportunity to read the thread. *HCK"
Delta,False,@115886 Please remember that help is just a tweet away. Have a wonderful evening.  *HCK
115886,True,"@Delta Obviously you didn't read what already was said before, you do give exactly the same bs answers. I know there is no guarantee but I like to know why they moved us. I know, because a #Delta employee was sitting in my seat and you can't say that 😡😡😡"
Delta,False,@115886 ...guaranteed. It was changed because operational needs required such.  *ABN 3/3
115886,True,@Delta Is this a #computer #answering my tweets? 😂😂😂 #unbelievable!!!!! same #stupid #answers!!
Delta,False,@115886 You're receiving the same answers because the information that's being relayed is the same.  *ABN
Delta,False,@115886 *a real *ABN
115886,True,@Delta Even #worse 😜
Delta,False,"@115886 ...Thank you for tweeting us tonight, Caesar. *ABN 2/2"
Delta,False,@115886 I regret that you aren't happy with the information given and apologize for not being able to address your concerns via this channel.... 1/2
Delta,False,"@115886 I assure you, I'm areal person, Caesar.  *ABN"
Delta,False,"@115886 ...to shift. Because of such, though we try our best to honor seat requests, do note - it's just that, a request and is not... 2/3"
Delta,False,"@115886 I understand your frustration and apologize again for your experience. As previously explained, schedule changes occur causing seats... 1/3"
Delta,False,@115886 Thank you for being the most important part of Delta.  *HCK
Delta,False,"@115886 May I have your ticket number, please? Unfortunately, the confirmation provide is no longer active.  *HCK"
115886,True,@Delta 0062395415777
Delta,False,"@115886 Good evening, Caesar!  *HCK"
Delta,False,"@115886 I would like to sincerely apologize for the stress, frustration, and the inconvenience that you endured due to an equipment change.  *HCK"
Delta,False,"@115886 In the event of an equipment change, we put forth our best efforts to seat everyone together as they were, but sometimes that is not... 1/2"
115886,True,@delta #delta moves you to #dm the moment you have a #complaint with no results. Just got some #bs #answers but no real reason why they changed our #seating!
SpotifyCares,False,@115887 Hmm. Can you try restarting your device by holding the Sleep/Wake + Volume Down buttons for 10 seconds? Keep us posted /LS
115887,True,@SpotifyCares doesn’t work and i even tried deleting the app
SpotifyCares,False,@115887 Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt
115887,True,@SpotifyCares Premium &amp; when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat
SpotifyCares,False,"@115887 Thanks. Just to be sure, are you Free or Premium? Also, can you give us more info on what happens when you try using it? /CB"
115887,True,@SpotifyCares iphone 7+ and i have the most recent update for spotify
SpotifyCares,False,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB"
115887,True,i’m pissed my @115888 shuffle and repeat button just don’t fucking work and i’m getting frustrated
SpotifyCares,False,"@115889 Got it. It's not possible at the moment, but we'll pass on the the suggestion. Could you try reinstalling the app? /PB"
115889,True,"@SpotifyCares Yes, multiple times. No changes. I am Premium User an when @115890  send us users to Spotify there should be a bugfree running App 🤨"
SpotifyCares,False,@115889 Sorry to hear that. The Spotify app on Windows Phone is currently in maintenance mode. More info here: https://t.co/KSq4qse4dE /RS
115889,True,@SpotifyCares 2/2... and there is no way to manage Albums (recently added e.g.) in the App. It's a mess 😲 https://t.co/RlWuqllt8S
SpotifyCares,False,@115889 Hey there! That doesn't sound good. What's happening exactly? Can you let us know the app version you're using? /PB
115889,True,@SpotifyCares @115890 Groove Music quits &amp; redirect to Spotify. But the W10M App is a bugfest.. Any further Updates possible?
SpotifyCares,False,"@115891 No worries. If you have other questions, just give us a shout 😉 /GS"
115891,True,@SpotifyCares ok thx
SpotifyCares,False,"@115891 Hey Mikey! We're afraid there's no way to filter or search that way, but we'll pass that suggestion on to the relevant folks /GS"
115891,True,is there a way to find non-explicit songs that are explicit @SpotifyCares
British_Airways,False,"@115892 caused. We're unable to offer a complimentary upgrade, however we can quote an upgrade if you would like us to? ^Jane 2/2"
115892,True,"@British_Airways Sure, how much would an upgrade cost, out of curiosity?"
British_Airways,False,"@115892 Please can you DM us your booking reference, email address and contact number? We can then look into this for you. Thanks. ^Jane"
115892,True,"@British_Airways Or, more importantly, are there earlier flights than the itinerary I was rebooked on? That's my preference."
115892,True,"@British_Airways This itinerary is preferred--I was unable to view other options in the ""Manage my Booking"" link included in the original cancelation email. https://t.co/kfddWeSW49"
115892,True,@British_Airways I assume that being Sapphire does not matter? I'll have to find a way from IAD to BWI upon landing... Because that's where my car is parked.
115892,True,"Hi @British_Airways! My flight from MAN--LHR--BWI for Nov. 3 was canceled. I was excited to try your Club 787 product. Only available flight is now to IAD which is a hassle, but rebooked anyway--my only option! Any availability in first class on BA293 for the troubles please?"
British_Airways,False,@115893 email address and contact telephone number. We'll look into your complaint and contact you for an update 2/2. ^Oliver
115893,True,"@British_Airways You have all my info.  Check with Sanket Thakur.  Supposedly, he/she is a ""customer service"" rep.  Reference number is 16934380."
115893,True,"@British_Airways  will you ever address my complaint/claim?  Or, do you just ignore it until the 2 yrs are up?"
British_Airways,False,@115894 email address and contact telephone number. We apologise for the delay in our response 2/2. ^Oliver
115894,True,"@British_Airways Booking ref MP79V2 and QMAS91 second one is my son's, have sent all info in being told I'm not entitled to anything?"
British_Airways,False,"@115894 us your booking ref, email address and contact number. 2/2 ^Linda"
115894,True,@British_Airways Will you pay me my hotel and good bill for cancelling my flight home
British_Airways,False,Get the payday party started with 40 European Destinations for £40 each-way or less
British_Airways,False,"@115895 Hi Sam, that is the correct email. ^Helen"
115895,True,@British_Airways can I just confirm the email that would send passport details to change a name on a ticket is __email__?
British_Airways,False,"@115896 Hi Sreejit, we have no info about this as yet. Please keep an eye online as this will be updated as soon as we know. ^Helen"
115896,True,"@British_Airways https://t.co/NM3ZczuH2W here's the news article in case you guys need it. If you have any updates in the future, do share. Thanks."
British_Airways,False,"@115896 Thanks Sreejit, we would recommend checking on Manage My Booking for any updates. ^Jane"
115896,True,"@British_Airways runway is under maintenance at Delhi from 7 nov. flights have been cancelled. Wanted to know status of BA0257, lhr-del 7nov"
British_Airways,False,"@115897 Hi David, confirmation emails can take up to 24 hrs. Have you been waiting longer than this? ^Helen"
115897,True,@British_Airways It's been 24 hours now. Could you please assist? Thanks. My email address is __email__
115897,True,"@British_Airways Not yet, but I thought it was strange that I received a confirmation email for one of the flights, but not the other. Thanks."
British_Airways,False,"@115897 Hi David, could you let us know the flights you've booked and dates of travel, along with your full name and contact number. Thanks. ^Sophie"
115897,True,"@British_Airways Amsterdam to London on 28/11/17
London to Athens on 30/11/17 - have received confirmation for this

Contact: +49 1708733216"
115897,True,@British_Airways Full name: David Simons
115897,True,"@British_Airways Any update, Sophie? Thanks."
British_Airways,False,"@115897 We'll check this for you, David. Can you provide us with the booking reference for the confirmation you have? Please send this via DM. ^R"
115897,True,"@British_Airways I made two bookings, but only received a confirmation email for one of the flights. Little help?"
comcastcares,False,@115898 I definitely want to make sure your charges are correct. Please DM me your address and phone# so I can better assist. -SLM
115898,True,@comcastcares ✔
115898,True,.@comcastcares tired of getting charged for equipment that was returned months ago. Please stop it.
comcastcares,False,"@115899 address, and phone number so I can assist further with this issue. Thanks! -KW"
115899,True,@comcastcares Sent and thank you
115899,True,@115900 hi I got some odd text alert from you I don't have your service why would I get alerts
comcastcares,False,"@115899 Hi, I'll be happy to look into the text you received and see what I can do to help. Please send a DM with your full name,"
comcastcares,False,"@115901 Hello, have you checked your scheduled menu? You may have a series recording scheduled. - Matt"
115901,True,@comcastcares Phoenix Suns are on auto record. NBA Team Channel 752 trying to record tonight. I only want regular broadcast games recorded like TiVo does.
comcastcares,False,@115901 If you set a recording for a sports team it will try to record it on any available network. - Matt
115901,True,"@comcastcares Thanks for your reply but that's why I said Update your Software. If  @115902 knows not to record on an unavailable channel, it's software."
comcastcares,False,@115901 We can certainly share your feedback moving forward as we're always looking to improve the customer experience. -DSC
115901,True,Why does @115900 record programs on my DVR from channels I don't subscribe to? Blank recordings. I don't have NBA LP! #UpgradeYourSoftware! https://t.co/0ir2a2rSt1
comcastcares,False,@115903 and send us a Direct Message with your account information so that I can see what's going on. –XG
115903,True,wow when you want to watch the world series and @115900  decides to have an outage!!!!
AmericanAir,False,@115904 We'll be sure to pass along your kind words! #AATeam
115904,True,@AmericanAir Erica on the lax team is amazing give her a raise ty
AmericanAir,False,@115904 Our apologies for the delay in responding to you. Have you made it to LAX? Let us know if you still need assistance.
115904,True,@AmericanAir Could you have someone on your lax team available to guide me to my gate ASAP
115904,True,@AmericanAir have a flight at 330pm (45mins) I’m almost to Lax. I’m legally blind and didn’t know where to let you know I need assistance.
AmericanAir,False,"@115905 Aww, that's definitely a future pilot in the making! #HappyHalloween"
115905,True,Ben Tennyson and an American Airlines pilot. 🎃 #trunkortreat #halloween #2017 #diycostume #parenting @americanair … https://t.co/f1nNHQ0iLa https://t.co/lDViDkRdB1
AmericanAir,False,@115906 This is a great option for customers who want to share miles and it's cheaper than having to purchase them.
115906,True,"@AmericanAir Right, but I earned those. I also shouldn’t have to pay to pass them to my own spouse. You need to change your program."
AmericanAir,False,@115906 We're sorry for your frustration.
115906,True,"I’m sorry, what? It’s going to COST me $50 to transfer 4,000 AA Advantage points to my spouse? @AmericanAir this is ridiculous!!"
AmericanAir,False,"@115907 It's always a pleasure to have you on board, John. Have a wonderful flight over the pond!"
115907,True,Heading to London tonight will be there for 5 days doing some exciting stuff:) @AmericanAir get the drinks ready I coming aboard:) JB
AmericanAir,False,"@115908 Pilots, Potter, Pumpkins and Skeletons...oh my! They're all adorable."
115908,True,Check out these tiny trick-or-treaters all dressed up in our #NICU. Hey @AmericanAir! We have your youngest #pilot in training! #Halloween https://t.co/0C3aXJhiAg
AmericanAir,False,@115909 We're glad you got to kick back and enjoy a show while flying! Thanks for your kind words.
115909,True,"Thank you, @AmericanAir for playing #ThisIsUs and for having great flight attendants on my flight back home!"
TMobileHelp,False,"@115910 Hey, Trevor! Send us a DM, and we'll take a closer look! *KellenF"
115910,True,@115911 Sweet! I’m still paying on my 7plus but I have a jump. Any way to find out what to do in my situation and how much money I need to put down?
115911,True,@115910 No sir! You can still preorder at https://t.co/E7pnnCVItW *JoanO
115910,True,@115911 Are pre orders done for the X?
115911,True,@115910 Go for it Trevor *ErikS
115910,True,@115911 I have a question.
115911,True,"Be ready for your next iPhone. Join our iPhone upgrade program for free!
 https://t.co/ELb8YQspF6"
TMobileHelp,False,@115912 @115913 Thanks for getting that DM sent over - I've got it and am replying now. https://t.co/93XwcSKFIy *RayButler
115912,True,"@115913 @115911 By 'upfront' I hope you don't mean 'upfront fees""!  DM sent!"
115912,True,@115913 @115911 just called in to switch from AT&amp;T. They wanted $75 to switch 3 phones! I said no way! Inconsistent messaging - shame!
TMobileHelp,False,@115914 Yay for T-Mobile Tuesdays- lets's get you taken care of! Send a DM my way: https://t.co/jGtdfLsVbg *ErikaHoleman
115914,True,@TMobileHelp trying to redeem a free tuesday code and its not letting me telling me theres an error can i get help with this?
TMobileHelp,False,"@115915 Well, we'd be happy to take a look at that and see what's going on, Jenny. DM us, we're here to keep you connected. *JoanO"
115915,True,T-Mobile So Bs My Internet Stop Working For 3 Hours https://t.co/YISXwAHace
TMobileHelp,False,@115916 Hey we are here and we want to help! If you have any questions feel free to shoot us a DM! *KatGrisham
115916,True,No. That opportunity has passed. Bad customer experience @115911 &amp; @343   Not going back ever again. #FAIL https://t.co/05pINkDFGd
TMobileHelp,False,@115917 Can I have you DM me at: https://t.co/rYd2PDuSPi *RobFahl
115917,True,@TMobileHelp  https://t.co/tznFggbx3Y
TMobileHelp,False,@115917 We want to help you with this great #TMobileTuesday deal! Shoot me a DM here https://t.co/jAb1JkOMRy  *AngieShaw
115917,True,@TMobileHelp @115918 OK maybe my problem too let me try that resizing.
TMobileHelp,False,@115918 You are welcome and thanks for letting us know. If you need anything else we are here for you. #HappyTMobileTuesday *KennethStone
115918,True,@TMobileHelp Got it. One of them resized to 4x4. So instead of alerting me it just wouldn't take the coupon code. I resized it and it worked. Thanks.
TMobileHelp,False,"@115918 We want this to work perfectly! Do you have at least 10 photos selected? If not, add another and try. DM w/ any questions! *ChrisBradstreet"
115918,True,@TMobileHelp @1247 The @10568 code is not working when applied at checkout. Can you please look into this? https://t.co/SJvM7AW24t
VirginTrains,False,@115919 If you're unhappy with your experience on this call please contact us on our website: https://t.co/rkAZcF6uR3 ^CB
115919,True,@VirginTrains so i wait almost 3 hours and then they are rude and arrogant &amp; unhelpful after which she is raising a technical case https://t.co/yi9oxFMatO
VirginTrains,False,@115920 You'd need to contact our Aftersales team on 0344 556 5650 from 8am ^CB
115920,True,@VirginTrains thanks!
115920,True,"@VirginTrains hi! i need some help with a booking i need to change, and made a mistake on. who can i contact?"
VirginTrains,False,"@115919 When amending a ticket the system would show a fare that matches your previous purchase, but this may be higher ^CB"
115919,True,"Gotta luv @VirginTrains finally get 2 call cntr, they tried to charge me £176 for a ticket which can b purchased for £88 online https://t.co/I7rkohYqaI"
VirginTrains,False,@115921 Yes it does. You need to select the return journey then in the ticket flexibility menu you can select open return ^CB
115921,True,"@VirginTrains Thanks, see it now. Real shame about how poor the new App is though."
115921,True,@VirginTrains Hi- does the new app have an option to buy an open return?
VirginTrains,False,"@115922 Not at this stage sadly, but the some lines will reopen shortly so services will be on the move ^CB"
115922,True,@VirginTrains Thanks
115922,True,@VirginTrains My daughter is on the Euston train stuck just outside Preston. Any timeframes for arrival?
VirginTrains,False,#VTNEW Due to the emergency services dealing with an incident at Preston all lines are closed.
VirginTrains,False,@115923 We don't have that information here I'm afraid Andy ^CB
115923,True,"@VirginTrains What are your targets for next season? I see your prices go up, so I assume you've set performance targets reflective of that."
VirginTrains,False,"@115923 These delays are out of our control, but we do work with Network Rail to try and reduce any problems ^CB"
115923,True,"@VirginTrains Oh, that's nice. What are you doing about it? What are you targets next year?"
VirginTrains,False,"@115923 I understand the frustration this causes, Andy ^CB"
115923,True,"@VirginTrains Always some supposedly acceptable reason, yes I get that, but when one uses the trains every week and spends a lot of money, for it to be late regularly is just not acceptable."
VirginTrains,False,@115923 Sadly the service has been delayed due to a fault on the line ^CB
115923,True,@VirginTrains The 06:20 from Euston. Now I'm here waiting on the 19:00 from B'ham int. Also late.
VirginTrains,False,"@115923 Hi Andy, really sorry to hear this. Which service are you travelling on please? ^HP"
115923,True,"@VirginTrains For at least the third time this year, I will miss the meeting I especially took the train for in the first place. So often late. No refund because it ""doesn't qualify"". Next season = car."
VirginTrains,False,@115924 Some lines will be reopening shortly so you'll get through but delays are expected ^CB
115924,True,"@VirginTrains Thanks, we are an hour away so fingers crossed!!"
115924,True,@VirginTrains We are enroute to Preston Now from Euston. Will we have to wait it out?
SouthwestAir,False,@115925 We're truly sorry to hear that. Please PM us more info so we can followup with you. ^VP
115925,True,I really hadthe WORST experience ever from start to finish with @SouthwestAir  will never fly internationally again with them
SouthwestAir,False,"@115926 Happy HalloWN! Bottoms up, Risa! ^SL"
115926,True,Celebrated Halloween on a @southwestair flight with my pumpkin spice @15890 and a delicious (free) @115927 O… https://t.co/GGPGaaFVq2 https://t.co/gnCxPEsaEv
SouthwestAir,False,"@115928 We aim to please, Eric! Your love means the world to us, and we can't wait to share the skies with you again soon! ^MK"
115928,True,Thanks to the wonderful @SouthwestAir crews of flights 1732 &amp; 560 for getting us from Sacramento to KC safe and sound! #YouRock
SouthwestAir,False,@115929 Please DM us a picture of the error you're receiving. ^MA
115929,True,@SouthwestAir Its working again
SouthwestAir,False,"@115929 Oh good! Happy to hear that, Jenessa. We hope to see you onboard soon! ^MA"
115929,True,@SouthwestAir consider this your 1st reported error
SouthwestAir,False,"@115929 Hm, we haven't had any reported errors lately. Have you tried accessing your RR account via a different browser? ^MA"
115929,True,@SouthwestAir is down on the my account page 😑😑
AskeBay,False,"@115930 Hi Simon! I’m sorry to hear this! Sounds like your account may have been compromised. I strongly advise you to contact our security teams &gt; https://t.co/hV7XdVcjA7 if you haven’t already done so, to make sure you do to ensure your account is fully secured. ^GR"
115930,True,@AskeBay sure will do. Getting refunded by the sellers in the meantime.
AskeBay,False,@115930 Thanks for the update Simon! Please let us know if there’s anything we can help you with! Have a great day! ^GR
115930,True,"Change your @115931 password and turn on two-step verification or else you, too, may receive a paypal receipt for a van reversing camera with a random delivery address in Walthamstow."
SouthwestAir,False,"@115932 We love to give out free boos so much, we're basically ghosts! Happy HalloWN and bottoms up! ^SL"
115932,True,Best part of my Halloween? Free drinks on all my @SouthwestAir flights for the holiday👻It’s spooktacular.
SouthwestAir,False,@115933 That's music to our ears! They call us Southbest for a reason. ^SL
115933,True,"@SouthwestAir Me to! I'm super excited, get to try this entire trip all over again, and at least this time I know I'll have the best time due to y'all ☺️"
SouthwestAir,False,@115933 We've got the date circled on our calendar! Counting down the minutes until we can welcome you onboard. ^SL
115933,True,"@SouthwestAir You'll be seeing me at the end of this month for the concert I missed my flight for because of American Airlines, thank you again guys 💕"
SouthwestAir,False,@115933 We hope to see you onboard soon! ^MS
115933,True,"@SouthwestAir You guys are amazing, seriously thank you from the bottom of my heart!"
SouthwestAir,False,"@115933 We're a Customer Service Company that just happens to also fly airplanes, Heather. Thanks for sharing the love! ^NA"
115933,True,"@SouthwestAir You guys helped me so much trying to get me on a flight that was not even through yours, amazing company, amazing people, thank you so much💕"
SouthwestAir,False,"@115933 Just 'cause you're not traveling with us doesn't mean we can't be there for you Heather! Glad we could help, and have a great weekend! ^SO"
115933,True,@SouthwestAir helped me out to try to get through to my flight when my @AmericanAir didn't and my flight was with AA. Wow. Loss for words
115929,True,"@SouthwestAir yup all 400 errors, even turned off my ad blocker"
SouthwestAir,False,"@115934 Happy to take a look into this, Christine. Please DM us your confirmation number so we can follow up. ^MA"
115934,True,@SouthwestAir Why would we be receiving errors when we try to check-in? Our flight takes off at 4 but we keep getting error messages...
SouthwestAir,False,"@115935 HalloWN for the win! We sure enjoyed spending this spooky day with you, Abbye. ^MA"
115935,True,"I’d fly @SouthwestAir any day of the year, but they make #Halloween really fun to travel on 🎃💀👻"
AskeBay,False,@115936 Hi. Sorry to hear the buyers have not followed through. Did you open an unpaid item claim? You can set buyer requirements which will block buyers who have strikes against them which will reduce this from happening. See here&gt; https://t.co/5GCQb0IEA0. Thanks ^SG
115936,True,EVERYTIME i sell something on @115937 @AskeBay the bid comes back as fraudulent and i have to repost.  7 days wasted.  I’m done.  Ugh.
AskeBay,False,"@115938 Hi there. Sorry to hear the item has not arrived. Is there tracking for the item? If not, I'd advise opening an item not received claim. You can learn more about that here&gt; https://t.co/0toc8cKSB0. Any other questions, let us know. ^SG"
115938,True,"@AskeBay The item has been marked as delivered, and the system would not let me contact ebay customer service directly. It was not sellers fault, it was mismanaged somewhere between shipment and delivery. Still file a claim?"
115938,True,@AskeBay Need to contact customer service directly. Please DM contact email for customer service
AskeBay,False,"@115938 As the seller is responsible for the courier, they can claim for lost items from the courier. You still have to open a claim through eBay to be protected. Please follow the previous steps. We cant outbound DM. You can DM us if you have any other questions. ^SG"
115938,True,"@AskeBay Ok, thank you for your help, I'll do that."
AskeBay,False,"@115938 You're more than welcome. Any other questions, please dont hesitate to ask. Thanks ^SG"
115938,True,"@AskeBay I have further questions about my eBay transaction- I DM'ed to explain, thanks"
AskeBay,False,@115938 Just responded a moment ago - thanks for your patience! ^TL
115938,True,@AskeBay Thanks!!
115938,True,@AskeBay Need further assistance about situation- I DMed the recap and update. Thanks in advance!
115938,True,"@AskeBay need assistance. Bought item, due to be delivered Saturday. Never received item, despite being marked as delivered. No response from seller, delivery services cannot assist with lost/missing package. Please advise."
hulu_support,False,"@115939 Oh no! Any aspect about navigation that you find difficult? For now, the following guide may help: https://t.co/zS2PPOcsyE."
